comp	question	item_list	aspect_list	predicate_list	context_list	not question	dataset	question_NER	tokenized	pos	capri-tag
1	who has the fastest 40 yard dash time at the nfl combine	who	0	the fastest	40 yard dash time at the nfl combine	0.0	g	who has the fastest _NAMED_ENTITY_ yard dash time at the nfl combine	['who', 'has', 'the', 'fastest', '40', 'yard', 'dash', 'time', 'at', 'the', 'nfl', 'combine']	['WP', 'VBZ', 'DT', 'JJS', 'CD', 'NN', 'NN', 'NN', 'IN', 'DT', 'NN', 'NN']	['CI', 0, 'CP', 'CP', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC']
1	who has the fastest serve in female tennis	who	serve	the fastest	in female tennis	0.0	g	who has the fastest serve in female tennis	['who', 'has', 'the', 'fastest', 'serve', 'in', 'female', 'tennis']	['WP', 'VBZ', 'DT', 'JJS', 'VB', 'IN', 'JJ', 'NN']	['CI', 0, 'CP', 'CP', 'CA', 'CC', 'CC', 'CC']
1	who has the fastest slapshot in the nhl	who	slapshot	the fastest	in the nhl	0.0	g	who has the fastest slapshot in the nhl	['who', 'has', 'the', 'fastest', 'slapshot', 'in', 'the', 'nhl']	['WP', 'VBZ', 'DT', 'JJS', 'JJ', 'IN', 'DT', 'NN']	['CI', 0, 'CP', 'CP', 'CA', 'CC', 'CC', 'CC']
1	who has the fastest time in the nfl combine	who	0	the fastest	time in the nfl combine	0.0	g	who has the fastest time in the nfl combine	['who', 'has', 'the', 'fastest', 'time', 'in', 'the', 'nfl', 'combine']	['WP', 'VBZ', 'DT', 'JJS', 'NN', 'IN', 'DT', 'NN', 'NN']	['CI', 0, 'CP', 'CP', 'CC', 'CC', 'CC', 'CC', 'CC']
1	who scored the fastest century in ipl 2008	who	century	the fastest	in ipl 2008	0.0	g	who scored _NAMED_ENTITY_ in ipl _NAMED_ENTITY_	['who', 'scored', 'the', 'fastest', 'century', 'in', 'ipl', '2008']	['WP', 'VBD', 'DT', 'JJS', 'NN', 'IN', 'NN', 'CD']	['CI', 0, 'CP', 'CP', 'CA', 'CC', 'CC', 'CC']
1	he was the first head of the freedmen's bureau	head of the freedmen's bureau	0	the first	0	0.0	g	he was the _NAMED_ENTITY_ head of the freedmen's bureau	"['he', 'was', 'the', 'first', 'head', 'of', 'the', ""freedmen'\x99s"", 'bureau']"	['PRP', 'VBD', 'DT', 'JJ', 'NN', 'IN', 'DT', 'NNPS', 'NN']	[0, 0, 'CP', 'CP', 'CI', 'CI', 'CI', 'CI', 'CI']
1	the first intelligence test to include a non-verbal scale as a measure of human intelligence	intelligence test	0	the first	to include a non-verbal scale as a measure of human intelligence	0.0	g	the _NAMED_ENTITY_ intelligence test to include a non-verbal scale as a measure of human intelligence	['the', 'first', 'intelligence', 'test', 'to', 'include', 'a', 'non', '-', 'verbal', 'scale', 'as', 'a', 'measure', 'of', 'human', 'intelligence']	['DT', 'JJ', 'NN', 'NN', 'TO', 'VB', 'DT', 'JJ', 'JJ', 'JJ', 'NN', 'IN', 'DT', 'NN', 'IN', 'JJ', 'NN']	['CP', 'CP', 'CI', 'CI', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC']
1	the first state system in india were formed in which region	region	state system	the first	in india	1.0	g	the _NAMED_ENTITY_ state system in india were formed in which region	['the', 'first', 'state', 'system', 'in', 'india', 'were', 'formed', 'in', 'which', 'region']	['DT', 'JJ', 'NN', 'NN', 'IN', 'NN', 'VBD', 'VBN', 'IN', 'WDT', 'NN']	['CP', 'CP', 'CA', 'CA', 'CC', 'CC', 0, 0, 0, 0, 'CI']
1	the first submarine was made in which country	country	0	the first	submarine was made	0.0	g	the _NAMED_ENTITY_ submarine was made in which country	['the', 'first', 'submarine', 'was', 'made', 'in', 'which', 'country']	['DT', 'JJ', 'NN', 'VBD', 'VBN', 'IN', 'WDT', 'NN']	['CP', 'CP', 'CC', 'CC', 'CC', 0, 0, 'CI']
1	what city is the first to celebrate new years	city	0	the first	to celebrate new years	0.0	g	what city is the _NAMED_ENTITY_ to celebrate new years	['what', 'city', 'is', 'the', 'first', 'to', 'celebrate', 'new', 'years']	['WDT', 'NN', 'VBZ', 'DT', 'JJ', 'TO', 'VB', 'JJ', 'NNS']	[0, 'CI', 0, 'CP', 'CP', 'CC', 'CC', 'CC', 'CC']
1	what was the first theme park in disney world	theme park	0	the first	in disney world	0.0	g	what was the _NAMED_ENTITY_ theme park in disney world	['what', 'was', 'the', 'first', 'theme', 'park', 'in', 'disney', 'world']	['WP', 'VBD', 'DT', 'JJ', 'NN', 'NN', 'IN', 'NN', 'NN']	[0, 0, 'CP', 'CP', 'CI', 'CI', 'CC', 'CC', 'CC']
1	what were the first multi-cellular animals on earth	multi-cellular animals	0	the first	on earth	0.0	g	what were the _NAMED_ENTITY_ multi-cellular animals on earth	['what', 'were', 'the', 'first', 'multi', '-', 'cellular', 'animals', 'on', 'earth']	['WP', 'VBD', 'DT', 'JJ', 'JJ', 'JJ', 'JJ', 'NNS', 'IN', 'NN']	[0, 0, 'CP', 'CP', 'CI', 'CI', 'CI', 'CI', 'CC', 'CC']
1	which english comedian became the first moomba king in 1967	english comedian	0	the first	moomba king in 1967	0.0	g	which english comedian became the _NAMED_ENTITY_ moomba king in _NAMED_ENTITY_	['which', 'english', 'comedian', 'became', 'the', 'first', 'moomba', 'king', 'in', '1967']	['WDT', 'VBP', 'NN', 'VBD', 'DT', 'JJ', 'NN', 'NN', 'IN', 'CD']	[0, 'CI', 'CI', 0, 'CP', 'CP', 'CC', 'CC', 'CC', 'CC']
1	which is the first hindi movie in india	hindi movie	0	the first	in india	0.0	g	which is the _NAMED_ENTITY_ hindi movie in india	['which', 'is', 'the', 'first', 'hindi', 'movie', 'in', 'india']	['WDT', 'VBZ', 'DT', 'JJ', 'JJ', 'NN', 'IN', 'NN']	[0, 0, 'CP', 'CP', 'CI', 'CI', 'CC', 'CC']
1	which us city created the first formal us police department	us city	0	the first	formal us police department	0.0	g	which us city created the _NAMED_ENTITY_ formal us police department	['which', 'us', 'city', 'created', 'the', 'first', 'formal', 'us', 'police', 'department']	['WDT', 'PRP', 'NN', 'VBD', 'DT', 'JJ', 'JJ', 'PRP', 'NN', 'NN']	[0, 'CI', 'CI', 0, 'CP', 'CP', 'CC', 'CC', 'CC', 'CC']
1	who became the first high priest of israel	high priest of israel	0	the first	0	0.0	g	who became the _NAMED_ENTITY_ high priest of israel	['who', 'became', 'the', 'first', 'high', 'priest', 'of', 'israel']	['WP', 'VBD', 'DT', 'JJ', 'JJ', 'NN', 'IN', 'NN']	[0, 0, 'CP', 'CP', 'CI', 'CI', 'CI', 'CI']
1	who became the first spokesperson for non-violent protests	spokesperson	0	the first	for non-violent protests	0.0	g	who became the first spokesperson for non-violent protests	['who', 'became', 'the', 'first', 'spokesperson', 'for', 'non', '-', 'violent', 'protests']	['WP', 'VBD', 'DT', 'JJ', 'NN', 'IN', 'JJ', 'JJ', 'JJ', 'NNS']	[0, 0, 'CP', 'CP', 'CI', 'CC', 'CC', 'CC', 'CC', 'CC']
1	who become the first president of the bharatiya janata party	president	0	the first	of the bharatiya janata party	0.0	g	who become the _NAMED_ENTITY_ president of the bharatiya janata party	['who', 'become', 'the', 'first', 'president', 'of', 'the', 'bharatiya', 'janata', 'party']	['WP', 'VBP', 'DT', 'JJ', 'NN', 'IN', 'DT', 'NN', 'NN', 'NN']	[0, 0, 'CP', 'CP', 'CI', 'CC', 'CC', 'CC', 'CC', 'CC']
1	who become the first woman head india's external affairs ministry	woman head	0	the first	india's external affairs ministry	0.0	g	who become the _NAMED_ENTITY_ woman head india's external affairs ministry	"['who', 'become', 'the', 'first', 'woman', 'head', 'india', ""'s"", 'external', 'affairs', 'ministry']"	['WP', 'VBP', 'DT', 'JJ', 'NN', 'NN', 'NN', 'POS', 'JJ', 'NNS', 'NN']	[0, 0, 'CP', 'CP', 'CI', 'CI', 'CC', 'CC', 'CC', 'CC', 'CC']
1	who established the first trade settlement of the english in india	who		the first	Established trade settlement of the english in india	0.0	g	who established the _NAMED_ENTITY_ trade settlement of the english in india	['who', 'established', 'the', 'first', 'trade', 'settlement', 'of', 'the', 'english', 'in', 'india']	['WP', 'VBD', 'DT', 'JJ', 'NN', 'NN', 'IN', 'DT', 'NN', 'IN', 'NN']	['CI', 'CC', 'CP', 'CP', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC']
1	who fired the first shot at fort sumter	who		the first	Fired shot at fort sumter	0.0	g	who fired the _NAMED_ENTITY_ shot at fort sumter	['who', 'fired', 'the', 'first', 'shot', 'at', 'fort', 'sumter']	['WP', 'VBD', 'DT', 'JJ', 'NN', 'IN', 'NN', 'NN']	['CI', 'CC', 'CP', 'CP', 'CC', 'CC', 'CC', 'CC']
1	who fired the first shot in the civil war	who		the first	Fired shot in the civil war	0.0	g	who fired the _NAMED_ENTITY_ shot in the civil war	['who', 'fired', 'the', 'first', 'shot', 'in', 'the', 'civil', 'war']	['WP', 'VBD', 'DT', 'JJ', 'NN', 'IN', 'DT', 'JJ', 'NN']	['CI', 'CC', 'CP', 'CP', 'CC', 'CC', 'CC', 'CC', 'CC']
1	who invented the first radio and what year	who	0	the first	radio and what year	0.0	g	who invented the _NAMED_ENTITY_ radio and _NAMED_ENTITY_	['who', 'invented', 'the', 'first', 'radio', 'and', 'what', 'year']	['WP', 'VBD', 'DT', 'JJ', 'NN', 'CC', 'WDT', 'NN']	['CI', 0, 'CP', 'CP', 'CC', 'CC', 'CC', 'CC']
1	who is considered as the first film actress of sinhala cinema	film actress of sinhala cinema	0	the first	0	0.0	g	who is considered as the _NAMED_ENTITY_ film actress of sinhala cinema	['who', 'is', 'considered', 'as', 'the', 'first', 'film', 'actress', 'of', 'sinhala', 'cinema']	['WP', 'VBZ', 'VBN', 'IN', 'DT', 'JJ', 'NN', 'NN', 'IN', 'NN', 'NN']	[0, 0, 0, 0, 'CP', 'CP', 'CI', 'CI', 'CI', 'CI', 'CI']
1	who is considered to be the first leftist historian of india	leftist historian	0	the first	of india	0.0	g	who is considered to be the _NAMED_ENTITY_ leftist historian of india	['who', 'is', 'considered', 'to', 'be', 'the', 'first', 'leftist', 'historian', 'of', 'india']	['WP', 'VBZ', 'VBN', 'TO', 'VB', 'DT', 'JJ', 'JJ', 'NN', 'IN', 'NN']	[0, 0, 0, 0, 0, 'CP', 'CP', 'CI', 'CI', 'CC', 'CC']
1	who is considered to be the first pope of the christian church	pope	0	the first	of the christian church	0.0	g	who is considered to be the first pope of the christian church	['who', 'is', 'considered', 'to', 'be', 'the', 'first', 'pope', 'of', 'the', 'christian', 'church']	['WP', 'VBZ', 'VBN', 'TO', 'VB', 'DT', 'JJ', 'NN', 'IN', 'DT', 'JJ', 'NN']	[0, 0, 0, 0, 0, 'CP', 'CP', 'CI', 'CC', 'CC', 'CC', 'CC']
1	who is said to be the first modern archaeologist	modern archaeologist	0	the first	0	0.0	g	who is said to be the _NAMED_ENTITY_ modern archaeologist	['who', 'is', 'said', 'to', 'be', 'the', 'first', 'modern', 'archaeologist']	['WP', 'VBZ', 'VBN', 'TO', 'VB', 'DT', 'JJ', 'JJ', 'NN']	[0, 0, 0, 0, 0, 'CP', 'CP', 'CI', 'CI']
1	who is the first athlete getting arjun award	athlete getting arjun award	0	the first	0	0.0	g	who is the _NAMED_ENTITY_ athlete getting arjun award	['who', 'is', 'the', 'first', 'athlete', 'getting', 'arjun', 'award']	['WP', 'VBZ', 'DT', 'JJ', 'NN', 'VBG', 'NN', 'NN']	[0, 0, 'CP', 'CP', 'CI', 'CI', 'CI', 'CI']
1	who is the first lady prime minister of india and what has she done for your country	lady prime minister	0	the first	of india	0.0	g	who is the _NAMED_ENTITY_ lady prime minister of india and what has she done for your country	['who', 'is', 'the', 'first', 'lady', 'prime', 'minister', 'of', 'india', 'and', 'what', 'has', 'she', 'done', 'for', 'your', 'country']	['WP', 'VBZ', 'DT', 'JJ', 'NN', 'JJ', 'NN', 'IN', 'NN', 'CC', 'WP', 'VBZ', 'PRP', 'VBN', 'IN', 'PRP$', 'NN']	[0, 0, 'CP', 'CP', 'CI', 'CI', 'CI', 'CC', 'CC', 0, 0, 0, 0, 0, 0, 0, 0]
1	who is the first listened to on spotify	who	0	the first	listened to on spotify	0.0	g	who is the _NAMED_ENTITY_ listened to on spotify	['who', 'is', 'the', 'first', 'listened', 'to', 'on', 'spotify']	['WP', 'VBZ', 'DT', 'JJ', 'VBN', 'IN', 'IN', 'NN']	['CI', 0, 'CP', 'CP', 'CC', 'CC', 'CC', 'CC']
1	who is the first president of bharatiya janata party	president	0	the first	of bharatiya janata party	0.0	g	who is the _NAMED_ENTITY_ president of bharatiya janata party	['who', 'is', 'the', 'first', 'president', 'of', 'bharatiya', 'janata', 'party']	['WP', 'VBZ', 'DT', 'JJ', 'NN', 'IN', 'NN', 'NN', 'NN']	[0, 0, 'CP', 'CP', 'CI', 'CC', 'CC', 'CC', 'CC']
1	who is the first woman boxer to be honoured with the rajiv	woman boxer	0	the first	to be honoured with the rajiv	0.0	g	who is the _NAMED_ENTITY_ woman boxer to be honoured with the rajiv	['who', 'is', 'the', 'first', 'woman', 'boxer', 'to', 'be', 'honoured', 'with', 'the', 'rajiv']	['WP', 'VBZ', 'DT', 'JJ', 'NN', 'JJ', 'TO', 'VB', 'VBN', 'IN', 'DT', 'NN']	[0, 0, 'CP', 'CP', 'CI', 'CI', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC']
1	who is the first woman nominated members of the rajya sabha	woman		the first	nominated members of the rajya sabha	0.0	g	who is the _NAMED_ENTITY_ woman nominated members of the rajya sabha	['who', 'is', 'the', 'first', 'woman', 'nominated', 'members', 'of', 'the', 'rajya', 'sabha']	['WP', 'VBZ', 'DT', 'JJ', 'NN', 'VBD', 'NNS', 'IN', 'DT', 'NN', 'NN']	[0, 0, 'CP', 'CP', 'CI', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC']
1	who landed on the moon for the first time	who		the first	landed on the moon	0.0	g	who landed on the moon for the _NAMED_ENTITY_ time	['who', 'landed', 'on', 'the', 'moon', 'for', 'the', 'first', 'time']	['WP', 'VBD', 'IN', 'DT', 'NN', 'IN', 'DT', 'JJ', 'NN']	['CI', 'CC', 'CC', 'CC', 'CC', 0, 'CP', 'CP', 0]
1	who made the first 1911 semi automatic pistol	who		the first	made 1911 semi automatic pistol	0.0	g	who made the _NAMED_ENTITY_ 1911 semi automatic pistol	['who', 'made', 'the', 'first', '1911', 'semi', 'automatic', 'pistol']	['WP', 'VBD', 'DT', 'JJ', 'CD', 'JJ', 'JJ', 'NN']	['CI', 'CC', 'CP', 'CP', 'CC', 'CC', 'CC', 'CC']
1	who made the first tv in the world	who		the first	made tv in the world	0.0	g	who made the _NAMED_ENTITY_ tv in the world	['who', 'made', 'the', 'first', 'tv', 'in', 'the', 'world']	['WP', 'VBD', 'DT', 'JJ', 'NN', 'IN', 'DT', 'NN']	['CI', 'CC', 'CP', 'CP', 'CC', 'CC', 'CC', 'CC']
1	who was the first actor who played james bond	actor		the first	who played james bond	0.0	g	who was the _NAMED_ENTITY_ actor who played james bond	['who', 'was', 'the', 'first', 'actor', 'who', 'played', 'james', 'bond']	['WP', 'VBD', 'DT', 'JJ', 'NN', 'WP', 'VBD', 'NNS', 'NN']	[0, 0, 'CP', 'CP', 'CI', 'CC', 'CC', 'CC', 'CC']
1	who was the first african american elected to the united states senate	african american elected to the united states senate	0	the first	0	0.0	g	who was the _NAMED_ENTITY_ african american elected to the united states senate	['who', 'was', 'the', 'first', 'african', 'american', 'elected', 'to', 'the', 'united', 'states', 'senate']	['WP', 'VBD', 'DT', 'JJ', 'JJ', 'NN', 'VBN', 'IN', 'DT', 'JJ', 'NNS', 'NN']	[0, 0, 'CP', 'CP', 'CI', 'CI', 'CI', 'CI', 'CI', 'CI', 'CI', 'CI']
1	who was the first african american to play in baseball's major leagues	african american	0	the first	to play in baseball's major leagues	0.0	g	who was the _NAMED_ENTITY_ african _NAMED_ENTITY_ to play in baseball's major leagues	"['who', 'was', 'the', 'first', 'african', 'american', 'to', 'play', 'in', 'baseball', ""'s"", 'major', 'leagues']"	['WP', 'VBD', 'DT', 'JJ', 'JJ', 'JJ', 'TO', 'VB', 'IN', 'NN', 'POS', 'JJ', 'NNS']	[0, 0, 'CP', 'CP', 'CI', 'CI', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC']
1	who was the first african minister in kenya	african minister		the first	in kenya	0.0	g	who was the _NAMED_ENTITY_ african minister in kenya	['who', 'was', 'the', 'first', 'african', 'minister', 'in', 'kenya']	['WP', 'VBD', 'DT', 'JJ', 'JJ', 'NN', 'IN', 'NN']	[0, 0, 'CP', 'CP', 'CI', 'CI', 'CC', 'CC']
1	who was the first canadian to win an olympic gold medal while competing for canada	canadian		the first	to win an olympic gold medal while competing for canada	0.0	g	who was the _NAMED_ENTITY_ canadian to win an olympic gold medal while competing for canada	['who', 'was', 'the', 'first', 'canadian', 'to', 'win', 'an', 'olympic', 'gold', 'medal', 'while', 'competing', 'for', 'canada']	['WP', 'VBD', 'DT', 'JJ', 'NN', 'TO', 'VB', 'DT', 'JJ', 'NN', 'NN', 'IN', 'VBG', 'IN', 'NN']	[0, 0, 'CP', 'CP', 'CI', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC']
1	who was the first caption of india cricket team	caption	0	the first	of india cricket team	0.0	g	who was the _NAMED_ENTITY_ caption of india cricket team	['who', 'was', 'the', 'first', 'caption', 'of', 'india', 'cricket', 'team']	['WP', 'VBD', 'DT', 'JJ', 'NN', 'IN', 'NN', 'NN', 'NN']	[0, 0, 'CP', 'CP', 'CI', 'CC', 'CC', 'CC', 'CC']
1	who was the first child star signed to motown	child star	0	the first	signed to motown	0.0	g	who was the _NAMED_ENTITY_ child star signed to motown	['who', 'was', 'the', 'first', 'child', 'star', 'signed', 'to', 'motown']	['WP', 'VBD', 'DT', 'JJ', 'NN', 'NN', 'VBD', 'IN', 'NN']	[0, 0, 'CP', 'CP', 'CI', 'CI', 'CC', 'CC', 'CC']
1	who was the first civilian governor of lagos state	civilian governor	0	the first	of lagos state	0.0	g	who was the _NAMED_ENTITY_ civilian governor of lagos state	['who', 'was', 'the', 'first', 'civilian', 'governor', 'of', 'lagos', 'state']	['WP', 'VBD', 'DT', 'JJ', 'JJ', 'NN', 'IN', 'NN', 'NN']	[0, 0, 'CP', 'CP', 'CI', 'CI', 'CC', 'CC', 'CC']
1	who was the first common man to be elected president of the united states	common man		the first	to be elected president of the united states	0.0	g	who was the _NAMED_ENTITY_ common man to be elected president of the united states	['who', 'was', 'the', 'first', 'common', 'man', 'to', 'be', 'elected', 'president', 'of', 'the', 'united', 'states']	['WP', 'VBD', 'DT', 'JJ', 'JJ', 'NN', 'TO', 'VB', 'VBN', 'NN', 'IN', 'DT', 'JJ', 'NNS']	[0, 0, 'CP', 'CP', 'CI', 'CI', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC']
1	who was the first documented person to be born on the continent of antarctica	documented person		the first	to be born on the continent of antarctica	0.0	g	who was the _NAMED_ENTITY_ documented person to be born on the continent of antarctica	['who', 'was', 'the', 'first', 'documented', 'person', 'to', 'be', 'born', 'on', 'the', 'continent', 'of', 'antarctica']	['WP', 'VBD', 'DT', 'JJ', 'VBN', 'NN', 'TO', 'VB', 'VBN', 'IN', 'DT', 'NN', 'IN', 'NN']	[0, 0, 'CP', 'CP', 'CI', 'CI', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC']
1	who was the first governor of california after statehood	governor	0	the first	after statehood of california	0.0	g	who was the _NAMED_ENTITY_ governor of california after statehood	['who', 'was', 'the', 'first', 'governor', 'of', 'california', 'after', 'statehood']	['WP', 'VBD', 'DT', 'JJ', 'NN', 'IN', 'NN', 'IN', 'NN']	[0, 0, 'CP', 'CP', 'CI', 'CC', 'CC', 'CC', 'CC']
1	who was the first hero of the philippines	hero	0	the first	of the philippines	0.0	g	who was the _NAMED_ENTITY_ hero of the philippines	['who', 'was', 'the', 'first', 'hero', 'of', 'the', 'philippines']	['WP', 'VBD', 'DT', 'JJ', 'NN', 'IN', 'DT', 'NNS']	[0, 0, 'CP', 'CP', 'CI', 'CC', 'CC', 'CC']
1	who was the first home minister of india	home minister of india	0	the first	0	0.0	g	who was the _NAMED_ENTITY_ home minister of india	['who', 'was', 'the', 'first', 'home', 'minister', 'of', 'india']	['WP', 'VBD', 'DT', 'JJ', 'NN', 'NN', 'IN', 'NN']	[0, 0, 'CP', 'CP', 'CI', 'CI', 'CI', 'CI']
1	who was the first indian actress to receive the padma shri award	Indian actress		the first	receive padma shri award	0.0	g	who was the _NAMED_ENTITY_ indian actress to receive the padma shri award	['who', 'was', 'the', 'first', 'indian', 'actress', 'to', 'receive', 'the', 'padma', 'shri', 'award']	['WP', 'VBD', 'DT', 'JJ', 'JJ', 'NN', 'TO', 'VB', 'DT', 'NN', 'NN', 'NN']	[0, 0, 'CP', 'CP', 'CI', 'CI', 0, 'CC', 0, 'CC', 'CC', 'CC']
1	who was the first indian film maker to be honoured with the magsaysay award	Indian film maker		the first	to be honoured with the magsaysay award	0.0	g	who was the _NAMED_ENTITY_ indian film maker to be honoured with the magsaysay award	['who', 'was', 'the', 'first', 'indian', 'film', 'maker', 'to', 'be', 'honoured', 'with', 'the', 'magsaysay', 'award']	['WP', 'VBD', 'DT', 'JJ', 'JJ', 'NN', 'NN', 'TO', 'VB', 'VBN', 'IN', 'DT', 'NN', 'NN']	[0, 0, 'CP', 'CP', 'CI', 'CI', 'CI', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC']
1	who was the first inspector general of forests in india why was he appointed	inspector general of forests	0	the first	in india why was he appointed	0.0	g	who was the _NAMED_ENTITY_ inspector general of forests in india why was he appointed	['who', 'was', 'the', 'first', 'inspector', 'general', 'of', 'forests', 'in', 'india', 'why', 'was', 'he', 'appointed']	['WP', 'VBD', 'DT', 'JJ', 'NN', 'NN', 'IN', 'NNS', 'IN', 'NN', 'WRB', 'VBD', 'PRP', 'VBN']	[0, 0, 'CP', 'CP', 'CI', 'CI', 'CI', 'CI', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC']
